0.02,0.03,0.99,1.39,0.49,0.02
0.01,0.04,1.01,-2.13,-1.54,0.61
-0.01,0.05,1.00,-2.06,1.51,-1.71
-0.00,0.01,1.01,-8.39,4.31,0.60
-0.05,-0.22,1.59,-2.53,229.40,30.25
-0.94,-0.59,0.82,-86.80,223.62,-134.77
0.00,0.14,0.13,157.70,245.44,3.95
-0.79,1.90,-0.43,-129.43,252.98,-8.79
0.14,0.57,-0.29,54.67,10.78,-53.42
-1.49,-2.10,-1.92,-249.87,219.91,53.98
-1.07,-1.15,-1.26,250.40,-161.61,-53.14
-0.04,-0.01,-0.52,84.77,88.15,-68.68
-0.47,0.69,-0.69,-148.98,-75.33,69.76
-0.36,0.47,-0.63,-45.78,-81.69,15.78
-0.79,-0.42,-0.94,-72.54,63.46,5.71
-0.72,0.58,-0.56,-21.02,-26.13,54.94
-0.24,1.67,-1.11,17.12,61.14,-38.91
-0.14,-0.60,-0.14,22.84,-122.45,98.84
-1.67,-2.10,-1.57,-216.03,126.10,0.14
-0.73,-0.78,-0.79,136.78,-80.10,-86.73
-0.09,-0.43,-0.57,184.27,124.86,-96.01
-0.56,0.36,-0.66,-4.03,5.24,57.46
-0.72,0.43,-1.18,-163.57,64.68,15.94
-0.50,-0.09,-0.92,-12.20,40.36,9.64
-0.46,0.16,-0.57,64.54,-58.38,26.00
-0.51,0.99,-1.18,28.87,63.07,-43.46
-0.47,0.59,-0.33,54.39,42.88,33.85
-1.25,-1.16,-1.38,-249.87,3.95,88.39
-0.35,-1.53,-0.90,-9.02,-37.26,-9.41
-0.28,-0.50,-0.81,178.56,-65.72,-52.18
-0.47,-0.39,-0.71,157.43,96.59,-12.77
-0.47,0.27,-0.59,-43.82,-33.18,8.96
-0.25,0.46,-0.84,-27.27,-67.00,18.18
-0.47,-0.43,-0.89,87.22,60.47,-39.16
-0.32,-0.18,-0.23,52.31,-101.06,44.65
-0.43,1.25,-1.92,-48.54,47.66,-32.57
-0.56,0.03,-0.22,20.62,14.13,4.02
-0.76,-1.10,-0.76,-247.27,-6.32,63.60
-0.36,-1.47,-0.92,15.22,34.62,2.40
-0.49,-0.68,-0.61,145.73,-25.32,-64.84
-0.58,-0.58,-0.88,79.73,-34.44,-58.36
-0.62,0.13,-1.09,-145.07,-156.70,6.58
-0.58,-0.03,-0.95,-33.53,30.94,11.05
-0.53,-0.06,-0.65,3.76,5.13,-2.50
-0.61,0.62,-0.76,-108.95,24.16,14.74
-0.24,0.64,-0.66,173.34,37.11,16.48
-0.67,-0.84,-0.27,-209.23,12.72,163.84
-0.72,-1.53,-0.72,-70.02,139.47,-59.83
-0.66,-0.47,-0.76,187.09,-113.01,-31.14
-0.49,-0.39,-0.74,90.80,48.74,-32.25
-0.50,0.39,-0.68,-84.57,-8.71,-14.41
-0.47,0.22,-1.11,-31.95,8.47,9.46
-0.57,-0.12,-0.53,29.51,-22.14,5.61
-0.54,0.26,-0.79,-13.16,39.79,-5.98
-0.65,0.77,-1.07,42.54,115.16,29.79
-0.10,-0.63,-0.38,-29.58,-107.51,63.66
-0.94,-1.83,-0.96,-181.72,252.98,-30.20
-0.89,-0.64,-0.94,109.93,-106.06,-13.35
-0.38,-0.33,-0.61,89.61,5.34,-89.18
-0.22,0.03,-0.87,-46.20,31.44,-23.77
-0.41,0.18,-0.99,-73.91,-23.94,0.38
-0.52,-0.17,-0.71,-4.00,-23.28,12.39
-0.39,0.08,-0.74,-3.72,-11.71,0.84
-0.27,1.17,-1.16,-16.37,40.51,1.81
-0.57,-0.73,-0.40,-21.81,-121.46,66.34
-0.38,-1.89,-1.05,-107.88,166.21,-61.45
-0.71,-0.63,-1.25,143.28,-55.06,18.84
-0.22,-0.52,-0.48,169.43,-69.02,6.19
-0.38,-0.02,-0.54,24.80,11.98,1.56
-0.28,-0.06,-0.98,-56.04,-60.49,20.97
-0.44,-0.00,-0.80,-43.54,9.40,-12.28
-0.56,0.08,-1.12,-27.85,59.61,-31.48
-0.41,0.74,-0.98,-17.04,-17.03,40.26
-0.72,-0.10,-0.15,118.25,-46.42,56.06
-0.76,-0.82,-0.26,-249.87,40.08,99.67
-0.65,-1.29,-0.70,-40.69,85.22,-94.84
-0.25,-0.84,-0.79,194.59,18.39,-85.71
-0.41,-0.55,-0.54,114.89,49.62,-31.57
-0.54,0.47,-0.91,-61.92,-74.22,70.33
-0.49,0.23,-0.66,29.55,-66.45,33.58
-0.37,-0.09,-0.59,-25.41,57.78,-47.95
-0.44,0.43,-1.22,-12.36,20.49,-4.87
-0.51,-0.05,-0.80,-30.51,57.91,62.23
-0.61,-1.18,-0.80,-219.69,-68.35,30.61
-0.22,-1.28,-0.86,-13.83,87.30,-60.77
-0.29,-0.70,-0.94,131.88,-106.49,8.18
-0.45,-0.33,-0.83,110.27,90.68,-39.22
-0.41,-0.13,-0.94,14.78,-15.63,3.33
-0.23,-0.01,-0.61,6.31,-47.65,15.45
-0.34,0.03,-0.81,-43.54,42.81,-20.81
-0.10,0.74,-1.42,-65.60,34.16,-10.08
-1.01,0.14,-0.88,-76.52,-126.63,131.04
-0.60,-1.33,-1.73,-249.87,96.37,11.87
-0.48,-1.44,-0.85,43.23,46.44,-2.98
-0.44,-0.61,-0.73,23.89,-105.55,-32.95
-0.93,-0.25,-1.76,47.38,-131.56,-103.90
-0.23,0.77,-0.51,59.33,58.46,52.97
-0.62,0.46,-0.75,-18.22,129.71,-23.17
-0.55,0.11,-0.66,2.50,-56.13,22.48
