-0.05,-0.04,1.00,-0.42,-2.01,0.20
-0.03,-0.05,0.99,-0.33,-0.90,0.26
-0.03,-0.05,1.00,-0.21,1.02,0.56
0.00,-0.06,1.00,2.51,11.84,0.26
-1.55,0.79,2.08,-6.72,252.98,2.32
-0.58,0.34,1.35,-177.88,143.83,-249.89
0.40,0.90,-0.26,-249.87,-7.87,-131.93
0.15,-0.48,-0.97,-249.87,-53.48,-27.54
-1.65,-2.10,-1.35,-249.87,27.64,-198.74
0.45,1.80,-1.22,-108.14,167.52,-249.89
1.30,1.90,-1.92,250.40,-31.85,250.38
0.40,1.90,-1.74,250.40,-247.29,250.38
0.82,1.90,1.69,250.40,-12.87,-24.32
1.44,1.90,1.40,-120.20,100.88,-185.86
0.75,1.36,0.17,-249.87,50.68,-135.13
0.60,0.34,-0.04,-249.87,87.62,-112.98
-0.28,-1.71,0.60,-249.87,67.87,102.55
-0.69,-0.34,-0.69,-249.87,95.64,-243.97
0.88,1.12,-1.07,-249.87,70.17,-249.89
2.18,1.39,-1.61,-51.95,-169.38,-249.89
0.48,0.70,-1.75,250.40,98.52,250.38
0.41,1.38,-1.82,250.40,-218.17,112.88
0.51,1.90,-0.43,250.40,-166.70,89.50
1.21,1.90,1.90,78.61,-116.76,-84.67
0.84,1.59,1.64,-110.17,100.52,-102.62
0.62,1.19,0.44,-249.87,148.07,-75.39
0.54,0.56,-0.50,-249.87,252.98,-64.74
0.15,-0.71,-0.88,-249.87,38.29,36.03
-1.10,-2.10,-0.84,143.69,-159.08,250.38
-1.82,-0.81,-0.66,-234.62,-129.13,-249.89
-0.41,0.89,-0.29,-174.53,51.72,-249.89
1.53,0.81,-0.86,-249.87,48.69,-249.89
1.40,1.04,-1.92,170.73,91.49,250.38
1.29,1.90,-1.92,250.40,77.52,250.38
-0.40,1.90,0.58,250.40,-128.48,202.96
1.16,1.90,1.84,99.22,-50.87,-182.64
0.37,1.86,1.00,-249.87,-6.03,-99.76
0.34,0.62,-0.02,-249.87,151.24,-175.74
0.63,0.29,-0.68,-249.87,175.39,-197.83
0.50,-0.65,-1.20,-231.72,-247.29,11.91
0.03,-0.90,-1.42,-110.00,-247.29,216.84
-1.82,-0.91,-1.40,-57.94,207.24,65.08
-0.27,0.12,-0.82,12.35,152.44,-249.89
1.00,0.29,-1.74,39.97,176.27,-136.17
0.81,0.99,-1.72,250.40,-64.59,65.24
0.43,1.90,-1.48,250.40,-187.75,80.81
0.89,1.90,1.54,250.40,-163.19,-50.88
0.96,1.90,0.90,-167.97,93.26,-231.72
0.70,1.10,0.80,-249.87,51.99,-46.76
0.31,0.37,0.38,-249.87,121.87,-11.32
0.40,0.02,-0.27,-249.87,182.36,36.35
-0.22,0.45,-1.49,-249.87,-56.00,203.39
-1.81,0.03,-1.25,202.97,-112.82,250.38
-1.82,-0.03,-0.62,65.28,72.64,-249.89
-0.18,1.22,0.13,-135.18,93.13,-249.89
1.88,0.74,-1.92,-226.80,62.91,-78.65
