-0.03,-0.10,1.00,-2.00,0.85,-0.82
-0.02,-0.10,0.99,-0.11,0.99,-0.36
-0.04,-0.10,0.99,-0.53,0.78,0.04
-0.05,-0.09,0.99,-3.45,1.25,-0.09
0.02,-0.05,0.99,3.93,15.02,3.29
0.04,0.66,1.15,12.59,184.53,64.29
-0.07,0.51,0.79,-51.41,105.87,8.04
0.56,0.75,0.14,-12.91,81.62,246.48
0.16,1.90,-0.17,-58.85,229.05,250.38
0.06,1.90,-0.37,-169.43,252.98,250.38
-0.81,0.72,-0.34,167.38,190.33,250.38
-0.62,1.29,-0.13,81.28,-199.41,-44.77
-0.19,1.51,-0.06,148.02,-17.06,-201.83
0.06,1.90,0.23,165.31,-117.37,-249.89
0.25,0.98,0.20,127.64,-247.29,-249.89
0.58,0.52,0.21,-6.71,-171.13,44.26
0.41,1.26,-0.14,5.34,-91.62,207.24
0.04,1.27,0.13,156.93,30.20,250.38
0.80,1.39,0.85,63.83,252.98,-25.54
0.01,0.92,0.10,-52.68,-66.16,67.71
-0.46,0.52,-0.16,30.58,252.98,-20.90
-0.61,0.99,0.15,-34.20,-137.42,20.77
0.02,1.25,-0.27,0.25,-135.48,-34.06
-0.30,1.38,-0.14,48.61,-55.73,-184.45
0.06,1.16,-0.53,80.09,-7.58,-247.57
0.00,1.00,-0.45,46.80,20.59,-187.30
-0.11,0.38,-0.49,97.73,17.91,-54.06
-0.13,0.64,-0.24,220.22,2.33,42.73
-0.26,0.56,-0.27,199.38,-100.50,149.57
-0.34,0.55,-0.40,194.92,-111.87,165.56
-0.68,0.68,-0.82,118.86,-134.00,169.91
-0.31,0.53,-0.67,146.93,-97.80,48.16
-0.24,0.46,-0.63,63.15,-46.83,26.53
-0.21,0.47,-0.32,60.84,-81.96,31.02
-0.44,0.89,-0.30,74.22,-87.12,63.90
-0.88,1.07,-0.09,34.75,-15.64,-32.29
-0.65,-0.01,-0.46,-77.77,71.63,1.84
-0.23,-0.10,-0.67,37.97,62.24,30.03
-1.05,0.72,-0.95,64.07,-88.88,-13.68
-0.14,0.86,-0.33,29.41,15.36,-75.44
-0.07,0.49,-0.23,-8.90,32.55,-43.84
-0.53,0.63,-0.42,-25.24,-47.06,-5.38
-0.66,0.54,-0.53,-36.27,17.36,72.97
-0.31,0.31,-0.26,80.44,-114.67,29.32
-0.63,0.50,-0.54,-12.41,-14.09,38.67
-0.71,0.76,-0.46,-34.25,-13.47,38.07
-0.11,0.30,-0.15,7.16,52.42,-74.38
-0.01,0.46,-0.04,-41.74,14.26,11.78
-0.15,0.79,-0.24,-206.31,42.73,81.12
0.10,1.40,0.01,-114.42,-132.39,212.34
-0.20,1.34,0.42,-73.78,-101.10,105.97
0.53,0.91,0.02,-2.98,210.14,12.12
0.15,0.92,-0.15,-126.01,252.98,117.77
0.07,1.05,-0.24,-110.91,252.98,144.65
-0.23,0.94,0.21,79.76,-7.48,164.68
0.13,1.14,0.23,113.99,-147.40,32.75
0.37,0.86,0.10,-81.17,14.65,21.55
0.23,0.87,-0.12,-101.30,252.98,-19.15
0.07,0.74,-0.07,-12.93,218.62,31.09
0.04,0.74,0.14,82.56,-59.59,69.55
0.25,1.13,0.13,145.95,-106.03,106.98
0.11,1.34,0.14,38.09,101.62,14.61
-0.15,1.10,0.50,87.69,-22.27,-146.69
0.67,0.87,0.43,-177.75,-167.63,13.10
0.30,0.49,-0.06,-8.67,-152.61,-47.47
0.21,1.39,0.22,45.25,-71.09,69.71
0.01,1.07,0.03,-66.62,-232.97,163.03
0.15,1.02,-0.19,-151.23,-60.10,32.32
0.18,1.00,-0.19,-58.41,95.13,-116.29
0.19,0.99,-0.16,-45.09,12.42,-125.61
0.11,0.89,0.04,78.73,-104.98,-99.16
0.15,1.28,0.28,-21.86,-65.75,-115.09
-0.16,1.15,0.31,40.56,-160.98,-191.13
-0.22,1.02,0.67,61.89,-15.93,-160.73
0.01,0.56,0.56,-27.28,-32.75,-143.21
-0.02,0.38,0.44,-83.46,-19.50,-50.06
-0.48,0.43,0.57,-95.43,-4.67,-10.09
-0.48,0.30,0.53,-54.16,8.74,53.32
-0.44,0.33,0.48,-61.72,-28.99,37.00
-0.59,0.30,0.69,-55.91,7.36,52.17
-0.41,0.20,0.79,-57.59,-29.22,44.52
-0.50,0.22,0.78,-74.30,-15.55,43.77
-0.48,0.07,0.75,-83.69,-16.38,49.29
-0.47,-0.20,0.70,-33.73,-14.32,-5.62
-0.26,0.01,0.87,16.57,-68.89,-68.03
-0.25,0.04,0.95,8.83,-21.62,-43.87
-0.26,-0.04,0.87,-0.91,-0.22,-25.50
-0.20,-0.01,0.98,-7.72,-44.52,-14.26
-0.20,-0.09,0.90,-1.67,10.49,17.25
-0.26,-0.17,1.08,-32.70,-16.53,-25.36
-0.09,-0.11,1.03,13.27,-18.38,4.74
-0.15,-0.15,0.95,0.51,-12.19,3.05
-0.12,-0.16,0.96,-0.54,-3.85,6.78
-0.12,-0.15,0.95,1.09,-3.03,-0.91
-0.12,-0.16,0.96,1.03,-1.46,0.04
-0.12,-0.16,0.97,1.07,-1.71,0.72
-0.12,-0.14,0.98,1.43,1.26,-0.48
-0.12,-0.14,0.97,-2.30,2.17,-1.28
