-0.06,-0.04,0.99,0.11,-0.19,-0.14
-0.06,-0.04,0.99,-0.94,0.69,-0.19
-0.06,-0.04,1.00,3.37,2.34,1.03
-0.06,-0.01,0.96,6.99,52.88,5.39
-0.29,-0.03,0.94,7.49,24.37,11.01
-0.21,-0.03,0.91,-8.80,-12.34,-6.39
-0.19,-0.04,0.94,-8.82,-6.13,-5.16
-0.19,-0.09,0.96,-5.45,31.70,-0.28
-0.69,-0.52,1.27,-10.50,177.07,7.42
-0.18,-0.16,0.41,15.17,252.98,-11.18
-0.41,0.93,-0.13,123.84,252.98,11.04
-0.43,1.53,-0.81,221.53,252.98,-137.29
-0.67,-0.15,-0.01,-175.12,-30.10,117.19
-1.10,-2.10,-1.19,-132.30,114.39,-71.71
-0.60,-0.97,-0.87,209.38,-61.85,-75.23
-0.10,-0.32,-0.50,93.40,81.78,-98.81
-0.31,0.26,-1.02,-57.38,-18.33,19.10
-0.57,0.26,-0.99,-100.17,-85.10,34.04
-0.21,-0.25,-0.67,14.97,-22.61,8.74
-0.38,-0.09,-0.66,8.18,15.96,14.32
-0.47,0.99,-1.18,37.41,-7.48,23.20
-0.40,0.18,-0.84,0.71,44.98,42.61
-0.80,-1.50,-1.34,-249.87,11.20,-24.71
-0.06,-1.57,-1.04,21.46,39.44,-35.52
-0.23,-0.65,-1.09,204.30,-26.42,11.00
-0.23,-0.23,-0.89,197.30,39.36,-23.41
-0.39,0.33,-1.07,-9.01,-72.20,11.40
-0.15,-0.01,-0.80,-8.71,-32.90,2.49
-0.19,-0.41,-0.73,-9.88,13.43,-12.48
-0.19,-0.27,-0.73,-40.04,13.05,8.50
-0.46,0.82,-1.58,-11.78,59.39,53.57
-0.36,-0.56,-0.55,-167.57,4.61,54.52
-0.01,-1.69,-1.29,-154.26,90.59,-109.75
0.02,-1.07,-0.94,107.23,-8.77,42.00
-0.27,-0.65,-1.16,156.15,-27.81,16.82
-0.27,-0.06,-0.98,117.49,-81.12,-16.08
-0.06,-0.07,-1.14,-14.20,17.76,-31.23
-0.26,-0.21,-0.85,16.45,4.04,11.64
-0.21,-0.27,-0.61,-15.40,6.59,4.88
-0.28,0.28,-1.27,-47.78,-12.62,18.90
-0.18,0.06,-0.97,-36.87,37.42,65.71
-0.42,-1.46,-1.32,-228.66,44.71,-66.87
0.03,-1.48,-0.85,-5.04,0.58,-9.77
-0.06,-0.84,-0.92,149.83,-29.71,15.12
0.00,-0.56,-1.21,141.45,-47.20,19.26
-0.21,-0.03,-1.06,-9.68,-43.26,19.01
-0.20,-0.16,-0.79,-21.60,-38.45,8.36
-0.25,-0.38,-0.75,-30.20,21.10,-0.32
-0.38,-0.00,-1.25,-32.75,21.49,-5.61
0.11,0.63,-1.35,37.50,99.64,-0.44
-0.95,-1.05,-0.73,-249.87,-18.30,71.38
0.15,-1.56,-0.74,-100.04,60.68,-57.16
0.06,-0.94,-0.88,112.70,-29.31,74.55
-0.03,-0.59,-0.82,156.76,-28.93,29.05
-0.18,0.08,-1.05,66.86,-40.56,-4.49
-0.01,0.20,-1.04,-31.24,-16.22,-11.41
-0.20,-0.20,-0.89,-5.84,-3.90,3.86
-0.22,0.17,-1.36,-78.20,6.35,6.10
0.04,0.64,-1.13,-1.34,38.71,21.64
0.00,-0.76,-0.83,-193.87,6.75,-4.55
0.07,-1.62,-1.10,-109.87,40.62,-62.88
-0.15,-0.70,-1.08,161.10,-49.32,71.05
-0.16,-0.52,-1.02,176.46,-35.35,-8.70
0.04,0.08,-0.79,128.87,-10.84,-5.94
0.10,0.04,-0.74,1.63,-65.15,17.32
-0.07,-0.23,-1.00,-43.30,-0.67,7.68
-0.25,-0.15,-0.68,28.46,-88.50,56.07
-0.10,0.73,-1.60,-14.76,17.79,-30.21
-0.40,-0.13,-0.79,41.73,-1.97,101.10
-0.52,-1.35,-0.95,-243.09,-20.41,-12.96
0.10,-1.39,-0.98,-14.35,55.95,-55.01
-0.12,-0.69,-0.84,163.27,-75.67,33.39
-0.26,-0.49,-0.91,118.83,10.88,-22.98
-0.03,-0.10,-1.04,-41.51,-44.72,3.88
-0.12,-0.09,-1.04,-63.78,-34.86,13.88
-0.09,0.06,-0.96,-45.15,23.78,-6.23
-0.02,0.49,-1.54,-4.06,50.76,0.22
-0.50,-0.28,-0.80,-42.69,55.33,90.43
-0.44,-1.50,-1.14,-226.20,22.53,-76.12
0.06,-1.30,-0.90,46.96,24.91,-20.67
-0.09,-0.65,-0.95,153.47,-41.56,-1.58
0.14,-0.07,-0.94,47.78,63.81,-41.09
0.10,0.18,-0.96,23.94,-44.54,11.11
-0.16,0.11,-1.02,-26.14,3.12,18.26
-0.11,0.04,-0.68,1.49,-3.12,12.71
-0.15,0.48,-1.51,-4.52,-12.67,85.18
-0.53,-0.30,-0.73,-61.73,26.26,101.49
-0.31,-1.36,-1.36,-177.50,141.40,-114.32
-0.04,-0.95,-0.87,61.11,-23.94,26.90
-0.14,-0.69,-1.17,140.47,-37.33,7.44
-0.14,-0.41,-1.39,150.17,-9.55,-60.41
-0.19,-0.13,-1.17,15.68,-15.64,-92.53
0.03,-0.28,-0.98,20.13,-12.92,-38.93
-0.14,-0.33,-0.90,-34.30,48.62,-59.51
0.10,-0.22,-0.69,-55.99,20.50,-5.54
0.10,1.12,-1.87,14.28,47.86,135.83
-0.70,-0.41,-0.41,-88.01,88.97,71.06
0.12,-1.23,-1.73,-249.87,109.49,-188.99
